Date ,Open,High,Low,Close,Shares Traded ,Turnover (₹ Cr)
17-Nov-22,18569.6,18618.9,18501.15,18532.45,494522271,26533.1
18-Nov-22,18575.75,18587.85,18385.45,18483.2,461090184,24541.36
21-Nov-22,18426.1,18439.65,18305.75,18334.65,437460150,20808.52
22-Nov-22,18353.2,18421.85,18307.85,18407.5,420710813,22431.11
23-Nov-22,18487.25,18487.4,18411.1,18433.8,428770837,23213.12
24-Nov-22,18492.3,18665.95,18462.95,18627.25,475596395,25208.4
25-Nov-22,18673.8,18677.1,18583.85,18652.05,459912555,23904.15
28-Nov-22,18582.55,18751,18521.6,18696.75,449366729,26289.93
29-Nov-22,18691.55,18815.9,18689.6,18758.35,418547673,24387.78
30-Nov-22,18771.35,18980.75,18762.6,18919.55,1135332237,48778.25
01-Dec-22,19034.2,19039.4,18939.6,18973.05,622998762,31618.76
02-Dec-22,18925.85,18948.15,18812.6,18870.25,543800242,28761.85
05-Dec-22,18898,18905.6,18755.5,18867.65,546372142,26420.31
06-Dec-22,18777.6,18832.6,18760.2,18821.55,424767766,24086.06
07-Dec-22,18826.35,18858.3,18721.85,18754,393286952,24742.19
08-Dec-22,18770.8,18820.35,18739,18802,440797208,25806.12
09-Dec-22,18859.4,18861.3,18594.7,18687.65,519690427,29362.71
12-Dec-22,18605.2,18711.2,18536.45,18690.8,395005467,23693.06
13-Dec-22,18724.05,18793.7,18688.95,18781.65,358000819,22607.61
14-Dec-22,18842.85,18872.65,18817.35,18837.25,400875880,23224.27
15-Dec-22,18795.55,18833.65,18576,18604.45,376507976,22181.9
16-Dec-22,18512.15,18624.65,18432,18446.3,536648695,31052.81
19-Dec-22,18466.7,18616.45,18419.45,18604.5,329840017,19748.05
20-Dec-22,18532.95,18589.5,18391.2,18570.4,343411440,20964.61
21-Dec-22,18621.3,18664.75,18324.4,18361.15,403210012,23883.42
22-Dec-22,18447,18484.95,18212.5,18277.85,434457105,23191.8
23-Dec-22,18128.5,18193,17855.15,17888.05,542363107,26227.87
26-Dec-22,17910.65,18204.2,17834.1,18134.6,421674662,19934.93
27-Dec-22,18214.95,18280.5,18097.75,18263.55,396290540,18092.21
28-Dec-22,18220.35,18317.4,18200.2,18270.95,399914494,19501.25
29-Dec-22,18192.2,18387.6,18124.8,18343.6,468492936,25341.9
30-Dec-22,18422.4,18434.2,18232.3,18258.75,352046560,19497.4
02-Jan-23,18290.2,18350.9,18237.45,18334.3,391002847,15904.28
03-Jan-23,18310.65,18398.95,18298.55,18376.5,373388886,18672.81
04-Jan-23,18375.65,18385.9,18153.05,18173.45,436064557,23142.57
05-Jan-23,18236.55,18256.3,18032.45,18150,432833352,27700.83
06-Jan-23,18165.95,18200.3,17951.8,18013.95,402620783,22661.45
09-Jan-23,18111.3,18276.25,18098,18248.55,421982279,24842.82
10-Jan-23,18270,18274.4,18008.3,18081,462384104,25603.06
11-Jan-23,18094.65,18135.3,17988.2,18054.3,439497604,25069.2
12-Jan-23,18080.55,18105.15,17932.75,18028.3,435102300,26608.75
13-Jan-23,18041.2,18157.15,17949.15,18126.25,437769467,26758.57
16-Jan-23,18191.85,18212,18029,18074.2,360491215,22876.17
17-Jan-23,18102.15,18235.35,18065.45,18216.4,462879483,24529.25
18-Jan-23,18237.6,18324.3,18189.55,18307.4,503577655,26606.13
19-Jan-23,18260.1,18291.65,18202.8,18244.75,413198241,23657.42
20-Jan-23,18252.8,18278.15,18156,18169.45,449789814,26781.31
23-Jan-23,18254.7,18292.5,18203.85,18249.35,391156123,23138.23
24-Jan-23,18313.6,18323.75,18210.5,18245.35,428278621,25875.95
25-Jan-23,18213.55,18219.9,17950.4,17974.35,732556490,30711.7
27-Jan-23,17946,17953.3,17483.9,17594.5,973111249,53348.32
30-Jan-23,17498.65,17676.6,17331.9,17571.85,847394241,51363.81
31-Jan-23,17636.75,17644.15,17467.5,17601,812677778,46556.37
01-Feb-23,17744.85,17866.95,17247.6,17516.15,962048217,52846.73
02-Feb-23,17401.25,17534.35,17321,17490.3,823470101,47606.56
03-Feb-23,17574.5,17701.8,17422.2,17687.35,742945356,43363.36
06-Feb-23,17648.7,17652.2,17541.8,17611.45,542865815,29344.74
07-Feb-23,17626.45,17654.9,17504.25,17569.7,653277012,34231.04
08-Feb-23,17598.55,17743.9,17596.85,17719.85,768742271,34318.74
09-Feb-23,17724.25,17751.65,17625.25,17723.85,694592763,32113.23
10-Feb-23,17675.4,17704.45,17634.95,17685.45,614400847,26367.97
13-Feb-23,17679.4,17697.1,17532,17575.15,460001519,23996.62
14-Feb-23,17626.3,17721.9,17581.6,17702.35,476013447,26626.99
15-Feb-23,17664.05,17804.9,17629.3,17786.9,396529863,27323.73
16-Feb-23,17856.95,17907,17783.3,17814.9,457455320,29016.44
17-Feb-23,17753.25,17808.55,17666.3,17721.05,405628683,23615.45
20-Feb-23,17737.1,17768.75,17600.85,17626.9,447586788,21234.02
21-Feb-23,17682.85,17699.25,17579.1,17604.4,458058307,22273.64
22-Feb-23,17529.65,17539.95,17307.1,17335,426436528,22683.46
23-Feb-23,17349.8,17386.3,17224.2,17286.3,542540511,25341.27
24-Feb-23,17357.2,17369,17198.3,17242.15,444420131,21418.29
27-Feb-23,17200.25,17212.9,17060.1,17156.15,458491354,22325.02
28-Feb-23,17145.3,17195.35,17039.6,17083.8,896665223,45392.46
01-Mar-23,17134.9,17253.45,17124.1,17238.45,476017918,25708.46
