Date ,Open,High,Low,Close,Shares Traded ,Turnover (₹ Cr)
24-Oct-22,17973.75,18008.5,17926.95,17951.3,79957768,4766.25
25-Oct-22,18023.9,18027.3,17871,17887.4,495935445,26465.47
27-Oct-22,18002.05,18027.95,17899.65,17989,577654252,32358.75
28-Oct-22,18011.3,18065.05,17950.1,18017.2,468200586,25803.05
31-Oct-22,18133.75,18256.65,18125.1,18243.4,481944829,28668.88
01-Nov-22,18354.9,18397.55,18290.35,18383.2,576440671,34730.25
02-Nov-22,18413,18413.9,18287.35,18322.4,468157775,27084.98
03-Nov-22,18206.9,18344.05,18198,18297.4,402498189,22265.79
04-Nov-22,18301.95,18377.25,18254.65,18361.45,494408351,28541.83
07-Nov-22,18456.45,18496.95,18309.4,18450.15,685745202,35060.05
09-Nov-22,18534.65,18538.05,18363.85,18406.25,623903832,33780.98
10-Nov-22,18302.35,18356.25,18202.15,18267.1,531651402,27437.64
11-Nov-22,18505.95,18586.15,18498.9,18573.35,1005918620,42055.5
14-Nov-22,18603.95,18626.15,18547.05,18568.4,668369172,30870.23
15-Nov-22,18603.65,18656.55,18516.8,18635.4,479599069,25752.4
16-Nov-22,18632.7,18657.5,18546.95,18615.5,485905800,28602.77
